ASIN,Name,UPC,List Price,Model,MPN,Brand,Color,Sales Rank,Category,Pick & Pack,Weight Handling,Order Handling,30d Storage,FBA Fees,VCF,Referral,Width,Height,Length,Weight,Buy Box,FBA BB,New Offers,FBA Offers,AMZ on Listing
*015905060226,B003RFQ9H8,"Aqueon 06022 Aquarium Plant Food, 4-Ounce",3.6,100106022,100106022,Aqueon,,143414,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,1.9,1.8,5.5,0.05,5.99,Y,6,1,Y
*700580141796,B003RFXPG6,"Aqueon 06023 Aquarium Plant Food, 8-Ounce",,100106023,100106023,Aqueon,,41184,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,2.2,1.2,7,0.35,6.61,Y,3,2,Y
*617407656985,B00INCRPPU,"Aqueon Pond Algae Remover, 4 oz",5.99,806024,806024,Aqueon,,41683,Pet Products,1.06,0.96,1.00,0.00,3.02,0,0.15,1.7,1.7,5.4,0.35,4.56,N,11,0,Y
*015905060257,B00INCRPZU,"Aqueon Pond Algae Remover, 8 oz",10.89,806025,806025,Aqueon,,226484,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,2,2,7,0.15,10.22,Y,9,3,Y
*015905060264,B00INCRQAY,"Aqueon Pond Algae Remover, 16 oz",21.98,00806026,00806026,Aqueon,,117076,Pet Products,1.06,1.95,1.00,0.00,4.01,0,0.15,2.7,0.3,8.6,1.15,5.79,Y,12,4,Y
*015905060288,B003I5ZQBC,Aqueon Algae Rounds 3 oz. Pouch,3.65,100106028,100106028,Aqueon,,39544,Pet Products,1.06,0.50,1.00,0.01,2.57,0,0.15,5.1,0.7,8.6,0.1,6.49,Y,16,1,Y
*707005109294,B003E62JEM,"Aqueon 06029 Bottom Feeder Tablets, 3-Ounce",6.38,100106029,100106029,Aqueon,,22486,Pet Products,1.06,0.50,1.00,0.01,2.57,0,0.15,5.1,0.7,8.6,0.15,5.94,Y,18,1,Y
*015905060301,B015KPT8U2,Tropical Flakes .45oz,,,AQE100009428,Aqueon,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*015905060301,B00CJ1AJJA,"AQUEON - AQUEON TROP FLAKES (.45 OZ) ""Ctg: AQUATIC PRODUCTS - AQUATICS - FISH FOOD/FEEDERS""",,,MSSAG06030L01,Aqueon,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,8.82,N,4,0,N
*015905060301,B000XZQYQ6,"Aqueon 06030 Tropical Flakes, 0.45-Ounce",2.38,100106030,100106030,Aqueon,,82971,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,3.6,2.3,3.9,0.1,2.38,N,17,0,Y
*015905060318,B005X0AYS0,Aqen Tropical Color Flakes 1.02oz,,,MSSAG06031L01,Aqueon,,755215,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,17.37,N,2,0,N
*015905060318,B007PGN0UE,Tropical Flakes 1.02oz,,,AQE100009429,Aqueon,,716544,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,19.86,N,2,0,N
*700580078993,B00176CQQC,"Aqueon 06031 Tropical Flakes, 1.02-Ounce, 1 Pack",2.42,100106031,100106031,Aqueon,Golds & Yellows,46456,Pet Products,1.06,0.96,1.00,0.00,3.02,0,0.15,3.5,1.3,3.5,0.2,2.99,N,16,0,Y
*015905060325,B00FJ5PHHM,Tropical Flakes - 2.29 Ounce [Set of 2],,,100009430,Aqueon,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*700580079822,B00176IHDI,"Aqueon 06032 Tropical Flakes, 2.29-Ounce",7.45,100106032,100106032,Aqueon,,57066,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,3,3,4.1,0.15,4.19,N,25,0,Y
*015905060349,B01B83RBKE,"Aqueon Tropical Flakes, 7.12oz Each (Pack of 3)",,,,Aqueon,,114958,Pet Products,1.06,2.34,1.00,0.10,4.50,0,0.15,7,4,11.5,1.95,N/A,N,0,0,N
*015905060349,B00176IHE2,"Aqueon 06034 Tropical Flakes, 7.12-Ounce",16.32,100106034,100106034,Aqueon,Golds & Yellows,3230,Pet Products,1.06,0.96,1.00,0.03,3.05,0,0.15,4.1,4.1,6.6,0.65,9.64,Y,19,3,Y
*015905060356,B00176BAS2,"Aqueon 06035 Tropical Flakes, 3-Pounds",43.2,6035,6035,Aqueon,,14083,Pet Products,4.09,3.62,0.00,0.20,7.91,0,0.15,9.4,9.1,9.5,4.05,34.32,Y,10,3,N
*015905060356,B006QOC27I,Fish & Aquatic Supplies Tropical Flakes 3Lb,,,AQE100009433,Mojetto,,579559,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*015905060356,B007QH8AMU,Aqueon Tropical Flake Food 3lbs,0.0,,AQE100009433,AQUEON SUPPLIES,,445603,Pet Products,1.06,3.51,1.00,0.00,5.57,0,0.15,0,0,0,5,45.99,N,2,0,N
*015905060370,B00176GUSW,"Aqueon 06037 Spirulina Enriched Flakes, 1.02-Ounce",4.5,100106037,100106037,Aqueon,,131886,Pet Products,1.06,0.96,1.00,0.00,3.02,0,0.15,3.4,1.2,3.5,0.2,4.5,Y,6,1,Y
*015905060387,B00LP240R6,Aqueon Tropical Color Flakes,,,100009436,LSP,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,17.07,N,5,0,N
*700580079006,B00176CQS0,"Aqueon 06038 Tropical Color Enhancing Flakes, 1-Ounce",2.57,100106038,100106038,Aqueon,,50511,Pet Products,1.06,0.96,1.00,0.00,3.02,0,0.15,3.4,1.2,3.5,0.2,1.9,N,15,0,Y
*015905060387,B006GHYBCY,"TROPICAL COLOR FLAKES 1.02OZ, 2 PACK, AQUARIUM, FLAKE FISH FOOD, AQUEON",,,AQE100009436,TROPICAL COLOR FLAKES 1.02OZ,,571084,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,20.17,N,2,0,N
*015905060400,B005X0B0MY,Aqen Goldfish Flake .45oz,1995.0,,B43AQE100009438,TDP,,753554,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,3,3,3,0,10.53,N,2,0,N
*015905060400,B00176IHGA,"Aqueon 06040 Goldfish Flakes, 0.45-Ounce",0.83,100106040,100106040,Aqueon,,145355,Pet Products,1.06,0.96,1.00,0.00,3.02,0,0.15,2,2,2.3,0.1,4.56,Y,16,3,Y
*015905060400,B006GHZ6R8,Top Quality Goldfish Flake .45oz,,,AQE100009438,TDPS,,782198,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,13.19,N,4,0,N
*015905060417,B00BUFVA5I,Aqueon Goldfish Flakes -- 1.02 oz,2.8,,AQE100009439,Aqueon,,253657,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,1.79,N,5,0,N
*015905060417,B00176BAUU,"Aqueon 06041 Goldfish Flakes, 1.02-Ounce",1.38,100106041,100106041,Aqueon,Oranges,81260,Pet Products,1.06,0.96,1.00,0.00,3.02,0,0.15,3.4,1.2,3.5,0.2,4.71,Y,16,2,Y
*015905060424,B00176BAVO,"Aqueon 06042 Goldfish Flakes, 2.29-Ounce",2.95,100106042,100106042,Aqueon,Oranges,78656,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,3.1,3.1,4.1,0.15,6.39,Y,19,3,Y
*015905060424,B006QOCM3C,Goldfish Flake 2.19oz,,,AQE100009440,TDP,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,9.69,N,3,0,N
*015905060448,B00BUFVBQ6,Goldfish Flake 7.12oz,0.0,,AQE100009442,Aqueon,,548503,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,12.97,N,1,0,N
*015905060448,B00176GUUU,"Aqueon 06044 Goldfish Flakes, 7.12-Ounce",12.4,100106044,100106044,Aqueon,Oranges,11313,Pet Products,1.06,0.96,1.00,0.03,3.05,0,0.15,4,4,6.5,0.1,9.42,Y,18,2,Y
*015905060455,B00176IHI8,"Aqueon 06045 Marine Flakes, 1.02-Ounce",2.42,100106045,100106045,Aqueon,,198649,Pet Products,1.06,0.96,1.00,0.00,3.02,0,0.15,3.4,1.2,3.5,0.2,7.49,Y,14,2,Y
*015905060455,B015W05CEQ,"MARINE FLAKE 1.02OZ, 2 PACK, AQUARIUM, FLAKE FISH FOOD, AQUEON",,,AQE100009443,MARINE FLAKE 1.02OZ,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*015905060455,B00BUFVC9C,Aqueon Marine Flakes - 1.02 Oz,4.49,,100009443,Aqueon,,630775,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,9.25,N,3,0,N
*015905060462,B00176IHJM,"Aqueon 06046 Marine Flakes, 2.29-Ounce",4.26,100106046,100106046,Aqueon,,139479,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,2.6,2.5,4,0.05,2.35,N,8,0,Y
*015905060462,B00BUFVCT2,Fish & Aquatic Supplies Marine Flake 2.29Oz,8.58,,AQE100009444,Coralife,,622555,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,19.55,N,1,0,N
*015905060479,B00176GUVE,"Aqueon 06047 Marine Color Enhancing Flakes, 1.02-Ounce",2.57,100106047,100106047,Aqueon,,257471,Pet Products,1.06,0.96,1.00,0.00,3.02,0,0.15,3.4,1.2,3.5,0.2,8.18,Y,12,1,Y
*716184515000,B00176BAZK,"Aqueon 06051 Betta Food, 0.95-Ounce",3.04,100106051,100106051,Aqueon,,788,Pet Products,1.06,0.96,1.00,0.00,3.02,0,0.15,2.3,1.2,2.5,0.1,2.39,N,30,0,Y
*015905060523,B00176CT96,"Aqueon 06052 Goldfish Granules, 3-Ounce",3.68,100106052,100106052,Aqueon,,27196,Pet Products,1.06,0.96,1.00,0.00,3.02,0,0.15,2.2,2.2,3.1,0.35,3.59,N,10,0,Y
*015905060523,B007PGCV5O,Top Quality Goldfish Granules 3oz,29.31,,AQE100009450,TDPS,,409334,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,11.19,N,2,0,N
*015905060547,B00176F7MM,"Aqueon Food Goldfish Granuals, 8.5-Pound",59.99,100106054,100106054,Aqueon,,151112,Pet Products,4.09,5.18,0.00,0.21,9.48,0,0.15,9.5,9.5,9.5,8.4,46.77,Y,1,1,Y
*015905060554,B006GHYF0M,"GOLDFISH COLOR GRANULES 3OZ, 2 PACK, AQUARIUM, PELLETED FISH FOOD, AQUEON",,,AQE100009453,GOLDFISH COLOR GRANULES 3OZ,,554216,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,19.55,N,1,0,N
*700580079846,B00176IK5S,"Aqueon 06055 Goldfish Color Enhancing Granules, 3-Ounce",3.95,100106055,100106055,Aqueon,,16356,Pet Products,1.06,0.96,1.00,0.00,3.02,0,0.15,2.3,2.2,3.1,0.15,3.95,N,9,0,Y
*015905060738,B0027J57V4,"Aqueon Betta Food, 0.5 oz",200.0,00806073,00806073,Aqueon,,121240,Pet Products,1.06,0.96,1.00,0.00,3.02,0,0.15,1.2,1.1,3.2,0.02,5.42,Y,11,2,Y
*015905060738,B006GI5C4O,"BETTA GOURMET FOOD 15GRAM .5 OZ, 3 PACK, AQUARIUM, PELLETED FISH FOOD, AQUEON",,,AQE100009471,BETTA GOURMET FOOD 15GRAM .5 OZ,,654163,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,8.72,N,1,0,N
*015905060769,B00BUFXPJC,Fish & Aquatic Supplies Mini Bow Replacement Cartridge 3 - Pack,,,AQE06076,Mojetto,,275624,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,19.47,N,1,0,N
*015905060769,B013FAMSOW,Aqueon Mini Bow Filter Cartridge 2.5 & 5.0 (Pack of 2),,,06076,Aqueon,,125954,Pet Products,1.06,0.96,1.00,0.06,3.08,0,0.15,7.5,2.7,9,0.2,36.9,N,1,0,N
*015568922008,B005HRR1HG,"Aqueon 06076 Filter Cartridge, Small, 3-Pack",7.68,100106076,100106076,Aqueon,,1541,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,5.2,1.57,5.59,0.09,6.02,Y,34,6,Y
*015905060769,B015Q4P2IE,Aqueon Mini Bow Filter Cartridge 2.5 & 5.0 (Pack of 3),22.88,,276558,Aqueon,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,23.71,N,3,0,N
*None,B00FQSRJT6,Aqueon QuietFlow Power Filter 55/75 Starter Kit,,6079,6079,Aqueon,,168453,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,57.29,Y,1,1,Y
*634252046488,B004GX47TW,"Aqueon 06079 QuietFlow 55/75 Power Filter, 400-GPH",55.7,100106079,100106079,Aqueon,Blacks & Grays,3210,Pet Products,1.06,3.51,1.00,0.25,5.82,0,0.15,8.7,7.1,13,3.79,37.3,Y,24,2,Y
*617407655667,B000SP340U,"Aqueon 06081 QuietFlow 20 Power Filter, 125GPH",26.8,100106081,100106081,Aqueon,,5001,Pet Products,1.06,1.95,1.00,0.09,4.10,0,0.15,7.5,4.6,8,1.7,16.99,Y,24,2,Y
*015905060813,B00FJ5OPKM,Aqueon Supplies - Aqueon Power Filter 20 20-30 Gallon - 100009479,41.43,,276561,Aqueon,,201560,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,29.08,N,1,0,N
*None,B00FQSV7TY,Aqueon QuietFlow Power Filter 20 Starter Kit,,6081,6081,Aqueon,,147921,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,36.98,Y,1,1,Y
*None,B00FQSX8QE,Aqueon QuietFlow Power Filter 30 Starter Kit,,6082,6082,Aqueon,,146972,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,39.98,Y,1,1,Y
*015905060820,B00U9O3SJ2,Aqueon Supplies - Aqueon Power Filter 30 30-45 Gallon - 100009480,47.72,,276562,Aqueon,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,33.91,N,2,0,N
*015905060820,B000SP65OC,"Aqueon 06082 QuietFlow 30 Power Filter, 200GPH",33.5,100106082,100106082,Aqueon,Blacks & Grays,4675,Pet Products,1.06,2.34,1.00,0.10,4.50,0,0.15,8.2,4.6,8.5,1.85,19.99,Y,26,2,Y
*015905060837,B00BUFXRUY,Aqueon Cartridge,18.94,,276563,Aqueon,Whites & Tans,255892,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,5.8,0.2,7.5,0.15,6.91,N,7,0,N
*015905060837,B00SNMHT88,Cartridge 10000948 [Set of 2] Size: Medium / 1 Pack,,,100009481,Aqueon,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*015905060837,B007PGK3WW,Aqueon Cartridge (Pack of 3),,,06083,Aqueon,,284244,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,48.56,N,3,0,N
*015905060837,B000YDUALC,"Aqueon 06083 Filter Cartridge, Medium",2.18,100106083,100106083,Aqueon,,97466,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,5.2,2.1,5.2,0.15,5.5,Y,24,3,Y
*015905060844,B00BUFXSJ4,Aqueon Cartridge - Medium - Contains 3 cartridges,7.15,,06084,AQUEON SUPPLIES,,37710,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,5,2,5.1,0.2,10.55,Y,5,2,N
*015905060844,B015M0D7OS,Aqueon Cartridge (Pack of 3),,,06084,Aqueon,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,44.72,N,1,0,N
*015905060844,B00SNMI5P4,Cartridge 10000948 [Set of 2] Size: Medium / 3 Pack,,,100009482,Aqueon,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*015905060844,B00BS95AHK,Aqueon Cartridge,,,06084,Aqueon Products-supplies,,267743,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,5.04,2.05,5.91,0.04,9.48,N,3,0,N
*015905060844,B00NDY7W42,Aqueon Supplies - Aqueon Cartridge Medium-3 Pack - 100009482,22.96,,276564,Aqueon,,,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,5,2.1,5.5,0.15,11.89,Y,2,1,N
*015905060844,B000YDUALM,"Aqueon 06084 Filter Cartridge, Medium, 3-Pack",19.63,100106084,100106084,Aqueon,Whites & Tans,12030,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,5.1,2.1,5.4,0.35,7.6,Y,31,7,Y
*015905060844,B00F54ATQ6,Cartridge 10000948 Size: Medium / 3 Pack,32.11,,AQE100009482,TDP,,742570,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,5,3,5,0,17.06,N,1,0,N
*015905060868,B00SNMI8AG,Cartridge 10000948 [Set of 2] Size: Large / 1 Pack,,,100009484,Aqueon,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*015905060868,B005X0BECU,Aqueon Cartridge,,,06086,TDP,,401356,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,6,0.9,7.7,0.1,10.51,N,3,0,N
*015905060868,B007PGJZSK,Cartridge 10000948 [Set of 3] Size: Large / 1 Pack,,,AQE100009484,Aqueon,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,58.05,N,1,0,N
*617407655711,B000YDUAN0,"Aqueon 06086 Filter Cartridge, Large",3.92,100106086,100106086,Aqueon,Whites& Tans,36298,Pet Products,1.06,0.50,1.00,0.01,2.57,0,0.15,5.1,0.7,8.6,0.15,3.92,N,27,0,Y
*015905060875,B00SNMICXE,Cartridge 10000948 [Set of 2] Size: Large / 3 Pack,,,100009485,Aqueon,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*015905060875,B00BS95B60,Cartridge 10000948 Size: Large / 3 Pack,,,6087,Aqueon Products-supplies,,675489,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,1,0,N
*015905060875,B015LXTUNS,Aqueon Cartridge (Pack of 3),,,06087,Aqueon,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,95.3,N,1,0,N
*015905060875,B000YDQ90S,"Aqueon 06087 Filter Cartridge, Large, 3-Pack",9.52,100106087,100106087,Aqueon,,3342,Pet Products,1.06,0.96,1.00,0.04,3.06,0,0.15,6.2,2.3,7.9,0.35,7.99,Y,27,2,Y
*015905060882,B00SNMIIHO,Aqueon Cartridge (Pack of 2),,,100009486,Aqueon,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,69.82,N,1,0,N
*617407655735,B000YDUAMQ,"Aqueon 06088 Filter Cartridge, Large, 6-Pack",18.16,100106088,100106088,Aqueon,,975,Pet Products,1.06,0.96,1.00,0.06,3.08,0,0.15,5.91,4.02,8.5,0.71,14.32,Y,28,2,Y
*015905060882,B005X0BFKQ,Aqueon Cartridge,17.09,,06088,AQUEON SUPPLIES,,134167,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,31.24,N,2,0,N
*015905060882,B00FJ5NIZK,Aqueon Supplies - Aqueon Cartridge 30-45 Gallon - 100009486,32.28,,276568,Aqueon,,420295,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,28.2,N,1,0,N
*886827764215,B00BUFSTSE,"Deep Blue Professional ADB88825 Hydromaxx Water Changer for Aquarium, 25-Feet",67.62,894593,894593,Deep Blue Professional,,213207,Pet Products,1.06,3.12,1.00,0.20,5.38,0,0.15,12.9,3.6,13.8,3.55,32.99,Y,11,4,Y
*015905060899,B000YAJKL6,Aqueon Aquarium Water Changer - 25 Feet,43.2,100106089,100106089,Aqueon,Blues & Purples,2768,Pet Products,4.09,4.79,0.00,0.29,9.17,0,0.15,16.5,3.5,20.5,3.1,29.99,Y,27,2,Y
*015905060899,B00BUT9ROU,Water Changer 25ft,,,AQE100009487,Aqueon,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*634252033709,B002DVTG4K,Aqueon 06092 Water Flow Control Valve Assembly,10.8,100106092,100106092,Aqueon,Black,4400,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,2.8,1.6,5.5,0.35,10.8,Y,19,1,Y
*015905060936,B00176B01Y,Aqueon 06093 Faucet Adaptor,5.45,100106093,100106093,Aqueon,Black,16586,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,3.2,0.7,4.5,0.5,4.19,N,9,0,Y
*015905061001,B0071CZH8K,Aqueon Submersible Heater,47.02,,06100,Aqueon,,226366,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,3.8,1.5,9.8,0.5,37.03,Y,6,1,N
*015905061001,B000YAJJZS,"Aqueon 06100 Submersible Aquarium Heaters, 50-Watt",33.04,100106100,100106100,Aqueon,Blacks & Grays,13720,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,3.9,1.6,9.8,0.5,16.87,Y,21,4,Y
*015905061025,B000YACE0K,"Aqueon 06102 Submersible Aquarium Heaters, 150-Watt",36.8,100106102,100106102,Aqueon,,11468,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,3.8,0.9,13.8,0.6,19.11,Y,34,4,Y
*015905061032,B000YAHJ50,"Aqueon 06103 Submersible Aquarium Heaters, 200-Watt",38.8,100106103,100106103,Aqueon,,5081,Pet Products,1.06,0.96,1.00,0.03,3.05,0,0.15,3.9,1.6,16.1,0.65,19.48,Y,22,5,Y
*716184510456,B00BS956XS,Aqueon Submersible Heater,38.41,,06103,Coralife,,456759,Home Improvement,1.06,0.96,1.00,0.03,3.05,0,0.15,3.8,1.5,15.7,0.6,26.34,Y,9,1,N
*014891412491,B000YADYXG,"Aqueon 06104 Submersible Aquarium Heaters, 300 Watt",40.88,100106104,100106104,Aqueon,,3558,Pet Products,1.06,0.96,1.00,0.03,3.05,0,0.15,3.8,1.5,15.5,0.65,21.71,Y,32,6,Y
*780231608267,B0071CZI9S,"AQUEON PRO HEATER, Size: 50 WATT (Catalog Category: Aquatics:HEATERS)",64.64,,276576,Aqueon,,720267,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,45.05,N,2,0,N
*014891412507,B003C5JNXK,"Aqueon 06105 Pro Heaters Submersible Aquarium Heater, 50-Watt",43.36,100106105,100106105,Aqueon,Blacks & Grays,9949,Pet Products,1.06,0.96,1.00,0.01,3.03,0,0.15,3.2,1.4,10.2,0.65,29.22,Y,17,2,Y
*015905061063,B007CTYYZO,Aqueon Pro Heater,52.79,,06106,AQUEON SUPPLIES,,87767,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,3.5,1.5,10.7,0.75,35.38,Y,8,1,N
*634252034041,B003C5TPF6,"Aqueon 06106 Pro Heaters Submersible Aquarium Heater, 100-Watt",44.8,100106106,100106106,Aqueon,Blacks & Grays,4089,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,3.2,1.5,10.9,0.6,28.73,Y,23,3,Y
*015905061070,B003C5TMU4,"Aqueon 06107 Pro Heaters Submersible Aquarium Heater, 150-Watt",47.36,100106107,100106107,Aqueon,,6664,Pet Products,1.06,1.95,1.00,0.02,4.03,0,0.15,3.3,1.3,14.6,0.9,29.54,Y,28,3,Y
*617407655841,B0042FSVQE,"Aqueon 06108 Pro Heaters Submersible Aquarium Heater, 200-Watt",49.76,100106108,100106108,Aqueon,Blacks & Grays,7401,Pet Products,1.06,1.95,1.00,0.02,4.03,0,0.15,3.7,1.4,15.2,0.94,28.59,Y,31,3,Y
*015905061094,B003GKN12A,"Aqueon 06109 Pro Heaters Submersible Aquarium Heater, 250-Watt",52.08,100106109,100106109,Aqueon,Blacks & Grays,5027,Pet Products,1.06,1.95,1.00,0.02,4.03,0,0.15,3.3,1.4,15.8,1,30.35,Y,30,4,Y
*015905061094,B006OP4V5A,Aqueon Pro Heater,77.5,,06109,Aqueon,,117738,Pet Products,1.06,1.95,1.00,0.01,4.02,0,0.15,1.5,1.4,14.5,0.9,49.15,Y,8,2,N
*015905061117,B003QJ4ETU,"Aqueon 06111 Aquarium Water Changer Extension, 20-Foot",25.12,100106111,100106111,Aqueon,gray,18838,Pet Products,4.09,4.79,0.00,0.31,9.19,0,0.15,16.3,3.8,20.3,2.15,25.12,Y,9,1,Y
*015905061117,B00CRICBKK,Water Changer Extension 20 Feet,,,AQE06111,,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*716184547315,B005X0AF5C,Aqen Quiet Flow 50 Filter 250gph,38.2,,AQE100006078,Aqueon,,672105,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
*015905061179,B004W50KKY,"Aqueon 06117 QuietFlow 50 Power Filter, 250-GPH",38.2,100106117,100106117,Aqueon,Blacks & Grays,2979,Pet Products,1.06,2.34,1.00,0.11,4.51,0,0.15,8.3,4.8,8.6,2.05,23.99,Y,22,3,Y
*None,B00FQSYKNY,Aqueon QuietFlow Power Filter 50 Starter Kit,,6117,6117,Aqueon,,166425,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,43.98,Y,1,1,Y
*780231624359,B0071D02TI,Aqueon Quietflow 50 Filter,52.07,,06117,Aqueon,,52929,Pet Products,1.06,2.34,1.00,0.10,4.50,0,0.15,8.1,4.7,8.5,2.05,39.17,Y,7,3,N
*015905061315,B0071CZKS2,Aqueon Circulation Pump,55.84,,06131,Aqueon,,837185,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,3.5,2.85,5.5,0.5,43.22,Y,2,1,N
*886827824964,B003C5JZP6,"Aqueon 06131 Circulation Pump, 500 GPH, 2.6-Watt",43.12,100106131,100106131,Aqueon,,24360,Pet Products,1.06,0.96,1.00,0.02,3.04,0,0.15,3.7,2.6,5.5,0.55,18.99,Y,21,4,Y
*634252058061,B003C5LJ6Y,"Aqueon 06132 Circulation Pump, 700 GPH, 2.8-Watt",53.68,100106132,100106132,Aqueon,Blacks & Grays,34806,Pet Products,1.06,0.96,1.00,0.03,3.05,0,0.15,4,3.3,6.4,0.65,26.71,Y,39,7,Y
*015905061339,B003C5JYV6,"Aqueon 06133 Circulation Pump, 950 GPH, 6.3-Watt",60.08,100106133,100106133,Aqueon,Blacks & Grays,16688,Pet Products,1.06,1.95,1.00,0.03,4.04,0,0.15,4.5,3.5,6.6,0.8,12.9,N,26,3,Y
*015905061346,B003C5LMZ2,"Aqueon 06134 Circulation Pump, 1, 250 GPH, 7-1/2-Watt",64.72,100106134,100106134,Aqueon,Blacks & Grays,56239,Pet Products,1.06,1.95,1.00,0.03,4.04,0,0.15,4.4,3.4,6.6,0.85,23.49,Y,21,4,Y
*015905061483,B009ETLZJI,"Brand New AQUEON - BETTA DIVIDER ""AQUATIC PRODUCTS - AQUATICS - TANK DIVIDERS""",,,MSSAG06148L01,Aqueon,,,Pet Products,1.06,0.50,1.00,0.00,2.56,0,0.15,0,0,0,0,N/A,N,0,0,N
