UPC,Cost
784369290585,2.62
784369291643,2.771
784369291742,4.282
784369360172,3.526
784369362350,3.375
784369370041,4.383
784369370140,4.383
784369371246,4.282
784369371345,4.282
784369371642,3.375
784369372441,5.038
784369372847,5.038
784369372854,5.038
784369375336,4.03
784369377217,2.519
784369378122,4.03
784369378306,2.67
784369384031,3.678
784369410945,3.879
784369411041,2.015
784369420036,3.023
784369432039,3.375
784369434309,3.526
784369434378,3.778
784369434392,3.778
784369435016,4.03
784369435023,4.03
784369435030,3.375
784369477115,1.31
784369477184,2.821
784369477405,1.31
784369477443,3.778
784369478648,3.778
784369479140,3.275
784369480030,3.526
784369481433,4.03
784369481440,4.03
784369481457,4.03
784369481464,4.03
784369483710,1.411
784369483758,3.678
784369483888,8.564
784369486209,2.821
784369510201,3.023
784369510232,2.317
784369510706,3.829
784369510713,2.317
784369513844,3.023
784369555554,5.038
784369555646,2.368
784369610017,4.03
784369610352,1.34
784369610659,3.023
784369611052,3.627
784369611069,5.038
784369611076,7.556
784369611205,4.03
784369611359,3.929
784369611373,7.859
784369633009,1.26
784369633016,1.361
784369633023,1.965
784369633030,1.26
784369695007,2.771
785184000038,0.949
785184000052,1.01
785184000069,0.949
785184100127,1.503
785184100141,1.503
785184102046,4.177
785184102053,4.177
785184102060,4.965
785184104064,6.32
785184104071,6.32
785184104088,7.528
785184105009,1.528
785184105016,1.478
785184105023,1.737
785184105030,1.651
785184105047,1.528
785184105511,0.986
785184105528,0.986
785184105535,1.097
785184105542,0.912
785184105559,1.097
785184105566,1.047
785184150016,1.676
785184150023,1.947
785184150030,1.774
785184150047,1.7
785184150054,1.91
785184150061,2.021
785184150078,1.836
785184150085,1.318
785184204009,1.158
785184205006,1.565
785184207000,2.156
785184209004,2.784
785184212004,3.733
785184212219,7.909
785184221204,5.815
785184221228,12.135
785184224007,7.7
785184225028,2.427
785184227008,3.388
785184227138,10.928
785184227718,1.947
785184227749,8.07
785184229002,4.361
785184236017,11.051
785184245026,4.928
785184248034,1.244
785184248041,0.949
785184248126,2.304
785184248218,1.614
785184248256,1.528
785184248294,2.772
785184250013,3.733
785184250037,5.162
785184250068,10.312
785184250129,1.651
785184250143,2.649
785184250181,1.589
785184250204,1.589
785184250211,1.836
785184250228,1.836
785184251034,11.544
785184251058,6.838
785184251249,3.166
785184251256,5.261
785184251294,3.166
785184255001,5.064
785184255063,3.462
785184255070,4.953
785184255087,1.91
785184255094,2.858
785184255131,9.24
785184260012,6
785184260029,8.316
785184260043,17.236
785184260111,6.468
785184260128,8.772
785184261019,5.593
785184261026,8.316
785184261033,10.238
785184261040,12.924
785184261118,6
785184261125,8.772
785184261132,11.076
785184290057,31.367
785184290095,31.367
785184300015,8.772
785184301104,1.417
785184305003,0.801
785184306062,2.538
785184309001,1.503
785184310076,2.538
785184310083,0.456
785184310090,5.482
785184403006,2.23
785184403037,2.23
785184403044,2.23
785184403051,2.23
785184403068,2.23
785184404003,1.774
785184405000,2.797
785184406007,3.585
785184406038,3.585
785184406045,3.585
785184406052,3.585
785184406069,3.585
785184413098,2.23
785184413104,2.23
785184413128,2.23
785184413142,2.23
785184416013,3.585
785184416099,3.585
785184416112,3.585
785184416129,3.585
785184416143,3.585
785184420010,2.378
785184420027,3.326
785184421000,2.686
785184424001,1.072
785184426005,1.934
785184433003,1.097
785184436004,1.984
785184450017,5.852
785184450055,1.676
785184500019,0.468
785184501009,4.953
785184501108,9.523
785184502006,0.715
785184504154,6.074
785184504161,0.53
785184504406,1.084
785184504413,1.084
785184504468,1.565
785184504499,1.047
785184505007,3.105
785184505014,7.786
785184506431,1.725
785184506448,1.725
785184506455,1.725
785184506462,1.725
785184506479,1.725
785184510001,0.949
785184510018,2.23
785184601006,1.429
785184601013,1.429
785184601037,1.429
785184602003,1.429
785184602010,1.429
785184602034,1.429
785184604007,1.146
785184604021,1.146
785184605011,0.825
785184607107,1.91
785184608050,0.604
785184609002,2.945
785184609057,2.945
785184700716,1.663
785184700723,1.663
785184700730,1.663
788286002009,3.214
788286008018,2.604
788286008049,3.45
788286008063,3.45
788286008094,2.604
788286008100,3.45
788286008131,3.45
788286008148,2.604
788286008186,8.737
788379300012,15.093
788379300746,3.375
788379301620,2.363
788379305390,2.7
788379305420,3.375
788379305659,1.134
788379305697,0.311
788379305727,3.443
788379305758,1.418
788379305765,1.512
788379306557,2.471
788379306588,2.903
788379306632,2.349
788379307103,14.621
788379307110,25.826
788379307240,4.104
788379307257,30.996
788379308421,17.591
788379314378,10.125
788379314385,14.621
788379314668,2.363
788379315191,1.337
788379315207,1.607
788379500191,11.219
788379501082,26.379
788379502140,11.03
790869100101,6.514
790950000204,7.302
790950000228,8.266
790950000303,6.63
790950001171,14.975
790950001188,12.795
790950001195,14.975
790950001201,14.975
790950001218,14.975
790950001256,11.67
790950001263,1.982
790950001270,5.331
790950001300,12.275
790950001461,2.542
790950001485,2.778
790950001492,2.99
790950003502,23.363
790950003519,2.576
790950003601,24.584
792196100144,6.735
792196100175,5.148
792196102414,6.373
792196104036,8.884
792196300476,5.361
792196500371,1.863
792196500746,1.863
792196501446,1.037
792196503846,1.688
792196505543,1.863
792196506649,2.074
792196601047,4.586
805552012347,9.824
805552012354,10.831
805552012361,15.113
805552012378,17.128
810086010349,8.096
810086010530,5.03
810086010714,5.03
810086010875,5.03
810086010998,6.373
810086011438,12.037
810086011957,26.544
810086012183,16.155
810086012268,12.594
810086012299,5.03
810086012305,9.161
810086014156,4.562
810086014217,4.562
810086014224,6.715
810086016198,19.847
810086016457,18.134
810086016495,25.871
810086016518,12.185
810086016556,7.866
810086016563,13.319
810086016617,7.866
810086016624,13.319
810086016679,7.866
810086016686,13.319
810086016778,11.703
810086016808,23.407
810086017324,3.674
810086017331,5.955
810086017607,2.668
810086017638,2.668
810281011073,6.241
810281012513,1.854
810281012537,3.268
810281012551,12.827
810281018485,20.14
810281019024,1.869
810281019109,2.709
810281019116,2.818
810281019123,3.036
810281019147,3.253
810281019161,4.341
810281019185,4.994
810281019208,5.974
810281019635,15.103
810281020570,2.259
810281020587,1.784
810281020594,1.784
810281020617,1.784
810281020648,5.32
810359000077,5.28
810359000091,5.28
810359000169,9.3
810359000213,17.4
810359000237,9
810359000244,1.92
810359000251,4.32
810359000268,3.48
810359000275,3.3
810359000282,3.6
810359000299,2.22
810359000305,1.32
810359000312,0.66
810359000336,2.1
810359000343,8.4
810359000404,4.8
810359000480,10.8
810359001050,0.78
810359001074,1.5
810359001098,2.28
810359001104,2.82
810359001128,4.14
810359001166,7.8
810359001210,10.8
810359001609,1.86
810359002057,0.78
810359002095,2.28
810359002606,1.86
810359003009,7.8
810359004594,6
810359004662,6
810359004730,6
810359005010,1.08
810359005027,1.08
810359009117,4.5
810359009902,8.4
810359009919,7.2
810359009926,13.8
810359009957,8.4
810359009964,8.4
810359009971,8.4
810359009988,8.4
810359009995,8.4
810359101668,2.34
810359201108,4.2
810359202105,4.2
810359211022,1.98
810359221076,3
810359221601,3.84
810359222608,3.84
810359251028,9.6
810359271309,2.94
810359420080,3.3
810359610047,2.4
810359610085,4.5
810359610160,8.4
810359620046,2.4
810359620084,4.5
810359888545,2.64
810359900131,1.86
810359900155,2.34
810359900452,1.8
811171020052,4.985
811171020069,8.791
811171020106,4.91
811171020113,8.657
811171020151,8.045
811171020168,14.821
811171020311,14.88
811171020465,14.821
811171020625,6.403
811171020670,3.567
811171020717,4.328
811171020748,29.387
811171020861,5.209
811171021172,5.209
811171021189,10.433
811171021288,9.089
811171021424,1.836
811171021431,2.821
811171021561,9.239
811171021578,9.239
811171022063,6.254
811171022209,5.062
811171022285,6.254
811171022292,6.254
811171022339,4.09
811171022476,3.716
811480002008,2.47
811480003005,2.47
811710219985,7.089
811710220011,13.865
811794010829,19.379
811794010836,19.379
811794010843,21.931
811794010850,21.931
811794010867,27.032
811794010874,27.032
811794010928,21.931
811794010935,21.931
811794010942,27.032
811794010959,27.032
811794010966,17.851
811794010973,10.766
811794011048,5.667
811794011123,3.831
811794011147,3.831
811794011154,3.831
811794011161,3.831
811794011178,2.981
811794011291,3.831
811794011307,3.831
811794011383,3.831
811794012052,9.793
811794013059,10.245
811794013066,10.245
811794013073,5.667
811794013134,5.667
811794013141,5.667
811794013158,5.667
811794013165,5.667
811794013196,5.667
811794013417,9.792
811794013424,12.819
811794013431,4.216
811794013448,6.188
811794013455,6.188
811794013462,6.551
811794013479,6.551
811794013486,5.327
811794013493,4.863
811794013509,3.775
811794013516,5.009
811794013523,4.851
811794016388,24.13
811794016395,29.74
811794040413,2.924
811794050078,4.205
811939020393,12.061
811939020409,13.451
811939020423,1.168
811939020430,1.168
811939020447,1.168
811939020454,1.168
811939020461,1.168
811939020478,1.168
812402000010,3.13
812402000041,3.582
812402000072,2.762
812402000119,3.739
812402000706,6.311
812402000737,1.46
812402001307,5.772
812402001406,4.511
812402004292,4.012
812540010216,3.99
812540010735,10.22
812540012029,22.773
812540012739,11.48
812540014009,7.912
812540014016,13.966
812540014023,22.773
812540014528,12.95
812540014535,21.98
812540014634,9.24
812540014726,7.84
812540017000,3.29
812540017017,16.1
812540017086,14.7
812540017093,13.51
812540017109,3.64
812540017116,16.8
812540017185,16.24
812540017192,14
812540017703,3.57
812540017710,3.22
812540017727,3.5
812540017734,3.08
812540017741,4.13
812540017758,4.2
812540017826,3.85
812540017833,3.99
812540017840,3.71
812540017857,3.5
812540017864,3.15
812540017871,2.8
812540017963,3.64
812540017970,5.88
812540018014,19.46
812540018311,2.31
819189010713,14.371
819189010805,8.755
819189010812,11.657
819189010997,8.822
819189011055,14.336
819189011246,11.839
819189011253,11.839
819189011260,11.839
819189011284,11.839
819189011314,8.871
819189011673,8.552
819189011833,7.104
819189011918,10.272
819189012212,14.181
819189012274,12.473
819189012298,6.322
819189012304,7.47
819189012311,5.603
819189012328,10.614
819189012359,4.916
819189012380,4.916
819189012410,15.592
819189012427,17.719
819189012434,10.614
819189012441,12.473
819189012458,15.592
819189012465,15.592
819189012472,9.355
819189012489,14.181
819189012496,10.614
819189012502,9.355
819189012557,29.132
819189012571,29.132
819189012588,28.333
819189012595,17.719
819189012601,17.719
819189012618,9.222
819189012649,12.473
819189012663,12.473
819189012670,8.104
819189012717,2.919
819189012724,2.919
819189012731,7.137
819189012748,21.411
819189012854,2.919
819189012861,2.919
819189012878,2.919
819189012885,2.919
819189012892,2.919
819189012984,11.657
819189012991,11.657
819189013004,8.755
819189013011,8.755
819189013028,11.657
819189013035,17.493
819189013042,11.657
819189013059,17.493
819189013066,17.493
819189013073,14.574
819189013110,14.167
819189013127,14.573
819189013134,11.658
819189013141,8.744
819189013158,18.662
819189013165,11.658
819189013172,5.815
819189013257,2.622
819189013271,23.679
819189013288,23.679
819189013325,14.573
819189013332,6.989
819189013349,16.907
819189013356,10.484
819189013363,5.235
819189013370,17.487
819189013387,7.569
819189013394,5.235
819189013400,15.747
819189013417,15.747
819189013424,12.818
819189013431,8.744
819189013448,7.569
819189013455,5.235
819189013462,3.785
819189013479,15.747
819189013486,11.658
819189013493,8.744
819189013509,11.658
819189013516,4.075
819189013523,13.413
819189013530,4.655
819189013547,5.235
819189013554,17.487
819189013561,4.655
819189013578,4.365
819189013585,4.365
819189013592,4.075
819603014938,2.771
819603014952,2.896
819603014969,2.771
819603014976,4.292
819603014990,4.101
819603015003,4.287
819603016291,4.816
819603016307,4.816
819603016314,4.816
819603016321,5.501
819603016338,5.501
819603016345,5.501
819603016383,5.334
819603016390,6.045
819603016475,26.276
819603016482,30.366
819603016819,2.317
819603016826,2.711
819603016833,3.869
819603016840,2.317
819603016857,2.711
819603016864,3.869
819603016963,2.559
819603016970,2.902
819603016987,3.476
840673100344,8.394
840673100405,9.606
840673100504,14.341
840673100511,5.017
840673100528,11.624
840673100535,6.057
840673100542,13.766
840673100603,1.126
840673100610,1.126
840673100627,1.126
840673100634,1.126
840673100641,1.126
840673100719,3.426
840673100733,3.426
840673100757,3.426
840673100771,1.933
840673100795,1.933
840673100801,1.933
840673100825,1.933
840673100917,1.126
840673100924,1.126
840673100931,1.126
840673101334,1.126
840673101341,1.787
840673101358,1.787
840673101372,1.787
840673101389,1.787
841421000343,14.906
841421000350,15.49
841421000367,16.874
841421000374,19.528
841421000473,6.818
841421003207,20.683
841421003214,16.062
841421003221,13.751
841421004419,11.44
841421007168,19.23
841421007175,29.95
841421007458,17.069
841421007663,5.549
841421007922,29.115
841421007939,29.115
841421007946,29.115
841421008691,26.484
841421010205,8.317
841421010229,6.121
841421010236,16.119
841421010243,16.119
841421010267,16.119
841421010373,4.565
841421010380,5.022
841421010397,7.516
841421010410,10.113
841421011615,16.119
841421011622,16.119
841421011639,16.119
841421011646,16.119
841421011653,30.259
841421011677,31.403
841421011684,31.403
841421011691,31.403
842959016608,14.6
842959016615,14.6
842959016622,14.6
842959016660,4.838
842959016707,6.463
842959016714,8.087
842959016721,10.526
842959016738,19.5
842959030017,19.475
842959030024,19.475
842959030437,7.275
842959041907,12.188
842959080241,14.588
842959090189,3.2
842982000056,2.344
842982000360,2.015
842982000391,2.015
842982000506,7.663
842982021020,1.117
842982021044,1.746
842982021143,5.18
842982022522,28.821
842982025004,2.388
842982025059,3.066
842982025103,3.066
842982025158,3.066
842982025509,3.053
842982044456,0.261
842982044463,0.543
842982047044,0.459
842982047068,0.991
842982047082,1.606
842982047105,2.159
842982047129,3.233
842982047204,1.825
842982047235,0.928
842982049017,6.142
842982049604,3.65
842982051003,2.253
842982051102,2.253
842982051201,2.253
842982051300,2.253
842982052000,2.482
842982052017,2.482
842982052024,2.607
842982052031,2.742
842982052048,2.742
842982052215,2.482
842982052222,2.742
842982052239,2.482
842982052604,1.387
842982054509,2.555
842982054561,4.557
842982055124,5.203
842982055209,10.105
842982055414,4.161
842982055506,2.607
842982055513,2.607
842982055520,2.607
842982055612,4.161
842982055704,4.161
842982056312,5.625
842982056329,11.186
842982056503,2.64
842982056510,4.257
842982056541,3.927
842982056565,4.796
842982056572,5.709
842982056589,6.578
842982056596,6.523
842982056626,1.628
842982056633,2.948
842982056701,0.99
842982056718,1.507
842982056732,2.585
842982056756,4.829
842982057005,3.118
842982057050,3.118
842982057630,3.118
842982071001,2.544
842982071018,3.472
842982071025,5.099
842982071032,2.544
842982071049,3.472
842982071056,5.099
842982071063,2.544
842982071087,5.099
842982071094,2.544
842982071100,3.472
842982071117,5.099
842982071124,2.544
842982071148,5.099
842982071155,2.544
842982071162,3.472
842982071179,5.099
842982071186,2.544
842982071193,3.472
842982071209,5.099
842982071223,3.472
842982071230,5.099
842982072022,1.345
842982072091,4.328
842982072312,2.596
842982072329,3.17
842982072336,3.629
842982072541,1.888
842982072558,2.909
842982072565,4.234
842982072572,5.401
842982072589,7.008
842982073104,3.796
842982073111,5.203
842982073524,4.849
842982073579,4.849
842982073593,3.702
842982073609,3.702
842982074019,4.192
842982074026,6.403
842982074040,2.555
842982074057,4.192
842982074064,6.403
842982074071,7.634
842982074088,2.555
842982074095,4.192
842982074101,6.403
842982074118,7.634
842982074125,2.555
842982074132,4.192
842982074149,6.403
842982074156,7.634
842982074507,2.555
842982074514,4.192
842982074521,6.403
842982074538,7.634
842982074545,2.555
842982074552,4.192
842982074569,6.403
842982074576,7.634
842982074583,2.555
842982074590,4.192
842982074606,6.403
842982074613,7.634
842982074620,2.555
842982074637,4.192
842982074644,6.403
842982074651,7.634
842982074668,2.555
842982074675,4.192
842982074682,6.403
842982074699,7.634
842982075108,2.555
842982075139,2.555
842982075146,4.192
842982075153,6.403
842982075160,2.555
842982075177,4.192
842982075184,6.403
842982075191,2.555
842982075214,6.403
842982075221,2.555
842982075245,6.403
842982075252,2.555
842982075269,4.192
842982075276,6.403
842982075283,2.555
842982075290,4.192
842982075306,6.403
842982075313,2.555
842982075320,4.192
842982075337,6.403
842982075504,5.162
842982075528,5.162
842982075542,5.162
842982075559,8.29
842982075566,5.162
842982076273,10.804
842982076280,13.15
842982076297,15.903
842982076310,1.449
842982076327,2.159
842982076334,2.847
842982076341,1.449
842982076358,2.159
842982076365,2.847
842982076372,6.768
842982076389,10.074
842982076396,6.768
842982076402,10.074
842982076419,6.768
842982076426,10.074
842982076433,5.965
842982076440,5.965
842982076457,5.85
842982076464,8.03
842982077034,2.816
842982077041,4.609
842982077058,7.039
842982077065,2.816
842982077072,4.609
842982077089,7.039
842982077126,2.816
842982077133,4.609
842982077140,7.039
842982077188,2.816
842982077195,4.609
842982077201,7.039
842982077508,2.524
842982077515,2.524
842982079540,3.441
842982079571,7.008
842982079588,3.441
842982079595,4.15
842982079601,5.6
842982079618,7.008
842982079625,3.441
842982079632,4.15
842982079649,5.6
842982079656,7.008
842982079687,5.6
842982079694,7.008
842982079700,3.441
842982079717,4.15
842982079731,7.008
842982080324,0.892
842982080331,1.661
844232042564,2.394
844232042588,5.52
844232042618,7.9
844232042632,4.589
844232042656,12.156
844232042663,13.273
844232042717,17.277
844232042724,10.627
844232042793,6.903
844232044698,4.123
844232044810,3.591
846998069878,6.25
846998069885,5.736
846998069991,4.695
846998070027,4.695
846998070065,3.125
846998070072,3.125
846998072618,3.125
846998072632,3.125
847852000761,10.323
847852001102,1.144
847852001119,1.144
847852001188,1.017
847852001225,1.653
847852001409,1.144
847852002093,27.65
847852002109,28.677
847852002178,13.837
847852002185,14.82
847852002192,15.239
847852002208,16.119
847852002215,16.402
847852002239,6.758
847852002246,10.107
847852002345,1.859
847852002352,2.935
847852002406,2.935
847852002468,6.818
847852002567,6.818
847852002604,10.78
847852002635,1.859
847852002642,2.935
847852002659,6.818
847852002680,1.859
847852002697,2.935
847852002703,6.818
847852003014,3.16
847852003021,5.008
847852003069,3.16
847852003076,5.008
847852003113,3.062
847852003120,4.754
847852003137,9.85
847852003168,2.935
847852003175,5.097
847852003182,9.958
847852003212,3.199
847852003229,5.038
847852003281,31.254
847852003342,6.289
847852003359,3.275
847852003366,4.318
847852003373,4.7
847852003380,13.127
847852003748,6.609
847852003755,12.194
847852003762,19.51
847852003861,23.545
847852003908,27.841
847852003939,1.843
847852003946,2.863
847852003953,1.704
847852003960,3.072
847852003977,2.005
847852003984,1.797
847852003991,3.501
847852004004,3.246
847852004011,2.458
847852004028,4.416
847852004035,2.295
847852004042,3.628
847852004059,2.318
847852004066,4.602
847852004073,2.063
847852004080,3.733
847852004141,5.018
847852004158,2.179
847852004165,2.515
847852004172,1.797
847852004189,2.793
847852004196,4.532
847852004202,3.836
847852004226,1.321
847852004233,2.669
847852004264,2.197
847852004271,5.674
847852004288,1.321
847852004295,1.35
847852004301,2.23
847852004325,1.321
847852004332,1.321
847852004424,1.428
847852004486,1.585
847852004493,4.128
847852004509,1.506
847852004516,1.604
847852004714,4.48
847852004721,8.951
847852004882,2.007
847852004899,5.501
847852004905,11.709
847852004912,2.312
847852004929,5.809
847852004936,13.695
847852004943,1.621
847852004950,4.104
847852004967,9.704
847852004974,2.803
847852004981,6.851
847852004998,15.368
847852005001,2.439
847852005018,6.133
847852005025,15.064
847852005032,2.044
847852005049,5.733
847852005056,11.474
847852005063,2.592
847852005070,12.325
847852005087,25.345
847852005094,2.822
847852005100,6.845
847852005117,14.918
847852005124,2.943
847852005131,6.847
847852005148,16.238
847852005155,2.943
847852005162,6.847
847852005179,16.238
847852005186,3.079
847852005193,7.251
847852005209,18.547
847852005216,2.48
847852005223,5.812
847852005230,12.981
847852005247,3.043
847852005254,7.19
847852005261,17.353
847852005278,3.043
847852005285,7.191
847852005292,17.353
850657006005,7.5
850657006012,7.5
850657006029,7.5
850657006036,7.5
850657006043,7.5
850657006050,6.5
850657006067,6.5
850657006074,6.5
850657006081,6.5
850657006098,6.5
850657006104,7.5
850657006111,6.5
852421004309,4.19
852751004284,4.19
852751004314,14.868
852751004338,4.19
852751004369,5.597
852751004383,3.119
852751004390,3.119
852751004406,3.119
852751004413,3.119
854460001059,30.591
854460001073,30.591
856713005111,7.143
856713005128,7.143
856713005135,7.143
856713005142,7.143
856713005173,7.143
856713005180,7.143
859008000051,5.374
859008000068,6.448
859008000150,6.717
859008000167,6.448
859008000259,6.717
859008000266,6.448
859008000358,6.717
859008000365,6.448
859008000501,8.195
859008000679,6.851
859008000761,6.717
859008000860,5.374
859079002121,14.792
859079002329,14.374
859079002336,14.374
859079002343,14.374
859079002350,14.371
859079002374,14.371
859079002756,5.32
859328200650,4.823
859912005005,7.14
859912005012,10.454
859912005029,13.754
859912005036,7.14
859912005043,13.754
859912005050,10.454
859912005067,13.754
859912005074,7.14
859912005227,12.254
859912005234,12.254
871864001263,2.907
871864001386,2.856
871864001461,3.676
871864001973,4.611
871864002055,2.789
871864002161,2.167
871864002178,3.046
871864002192,7.719
871864002208,5.469
871864002307,4.649
871864002338,6.739
871864002345,3.25
871864002352,2.723
871864002369,2.321
871864002390,4.064
871864002642,3.84
871864003106,2.026
871864003137,1.597
871864003175,9.299
871864003267,2.457
871864003311,2.414
871864003489,2.458
871864003731,1.302
871864003861,2.505
871864003892,8.26
871864003946,8.824
871864003953,8.848
871864003960,8.934
871864005964,2.649
871864005988,5.148
871864006329,4.822
871864006336,2.922
871864006473,5.867
871864006497,2.209
871864007012,2.145
871864007241,12.012
871864007258,5.417
871864007364,10.167
871864007401,1.427
871980012655,11.096
871980012662,6.156
871980012679,15.018
871980012747,11.902
871980012761,13.893
873199000027,3.878
873199000034,3.878
873199000041,3.878
873199000072,2.547
873199000140,14.042
873199000171,1.856
873199000188,1.856
873199000195,1.856
873199000249,8.589
873199000256,5.53
873199000409,2.048
873199000492,9.958
873199000515,9.958
873199000522,9.318
873199000539,5.76
873199000812,12.019
873199000904,3.878
873199001000,2.547
873199001017,1.856
873199001093,8.589
873199001765,14.861
873199001772,12.71
873199001789,7.398
873199001871,6.003
873199001994,2.24
873199002014,10.56
873199002168,3.878
873199002175,2.547
873199002182,1.856
875295001113,7.184
875295001120,10.559
875295001212,7.619
875295002110,7.539
875295002332,20.02
875295002417,7.047
875295002738,18.796
875295004022,5.228
875295006118,5.697
875295006125,5.697
875295006217,5.949
875295006224,5.949
875295006316,5.697
875295006323,5.697
875295008662,15.627
875295008686,4.782
878968000024,2.91
878968000031,5.806
878968000048,11.627
878968000321,2.91
878968000338,5.806
878968000345,11.627
878968000383,1.94
878968000390,1.94
878968000406,1.94
878968000505,1.94
878968000529,1.94
878968000734,2.91
878968000741,5.806
878968000796,3.237
878968000802,3.237
878968000826,2.164
878968000888,3.239
878968000901,5.806
878968000918,3.239
878968000932,3.239
878968000970,3.239
878968001021,2.91
878968001038,5.806
878968001083,5.806
878968001090,11.627
878968001106,2.91
878968001120,2.91
878968001137,5.806
878968001144,2.91
878968001151,5.806
879213001285,5.723
884244132136,4.676
884244132327,3.156
884244141510,1.753
884244175140,9.059
884244412214,3.232
884244412269,3.232
884244415215,8.978
884244415260,8.978
884244472614,5.552
884244472713,5.552
884244475615,11.396
884244475714,11.396
884244492117,3.389
884244492131,3.389
884244492148,3.389
884244492216,3.389
884244492230,3.389
884244492513,3.389
884244492520,3.389
884244492568,3.389
884244494135,7.305
884244494142,7.305
884244494210,7.305
884244494524,7.305
892627001757,5.8
892627955050,5.684
892627955067,6.496
892627955074,5.846
892627955081,9.744
892627955098,9.744
892627955500,12.528
892627955524,14.384
892627957382,6.264
892627957405,6.612
892627957412,8.816
892627957580,4.872
892627959256,16.55
892627963482,22.318
892627995889,27.066
892627999634,11.342
892627999641,14.951
892627999658,19.334
899407001129,10.84
899407001204,6.28
899407001303,20.99
899407001334,6.98
899407001402,1.112
899407001419,1.6
899407001433,1.6
899407001471,1.112
899407001495,1.112
899407001518,6.916
899407001525,11.895
899407001570,6.988
899407001617,1.39
899407001624,1.39
899407001631,1.95
899407001648,1.95
899484001685,10.238
899484001784,12.264
899740002005,7.15
899740002104,16.854
899740002111,16.854
899740002234,12.54
899740002470,5.698
899740002494,6.102
899740002517,6.182
899740002531,6.451
899740002555,7.58
899740002579,7.983
899740002593,9.005
899740002616,9.408
899740002678,6.72
899740002692,10.752
899740002708,16.128
899740002715,8.064
899740002777,11.37
899740002838,5.779
899740002845,6.317
899740002852,9.301
899740002869,12.311
899740002951,7.177
899740003002,17.029
899740003026,19.717
899740003064,7.68
899740003088,9.382
899740003125,6.822
899740003132,7.68
899740003194,8.965
899740003200,9.852
899740003217,8.064
899740003224,6.263
899740003231,12.553
899740003248,14.341
899740003255,5.376
899740003286,5.82
899740003293,4.933
899740003347,8.909
899740003354,16.806
902026730308,9.592
902026730339,7.992
902026730346,29.592
902026730360,9.592
902026730377,29.592
902026730391,9.837
902026730407,29.592
902026731015,7.992
902026731039,19.992
902026731053,7.992
902026731077,19.888
902026731091,7.992
902026731114,19.992
902026731138,7.992
902026731152,19.992
902026731176,7.992
902026731190,19.992
902026731213,7.992
902026731237,19.992
902026731251,7.992
902026731275,19.992
902026731299,7.992
902026731312,7.992
902026731336,19.992
902026731350,18.392
902026731510,7.992
902026731534,19.992
902026731558,7.992
902026731572,19.992
902026731596,10.392
902026731633,11.192
902026731657,11.192
902026732050,7.192
902026732074,17.592
902026732098,7.192
902026732111,17.592
902026732135,7.192
902026732159,17.592
902026732173,7.192
902026732197,17.592
902026732210,7.192
902026732234,19.387
902026732302,7.192
902026732326,26.392
902026732340,7.192
902026732364,26.392
902026732388,7.192
902026732401,26.392
902026732425,22.392
902026732500,7.192
902026732524,26.392
902026732548,7.192
902026732562,27.192
902026732586,7.192
902026732609,26.392
902026734009,11.192
902026734023,11.192
902026735006,19.192
902026735051,10.392
902026735082,8.792
902026735112,19.992
8011469991190,21.727
8011469991206,24.674
8011469991213,29.105
8102810110596,6.527
8102810110664,8.01
8102810110800,6.003
8102810110978,4.23
8511469959329,23.2
